"GEO_ID","NAME","B05003_001E","B05003_001EA","B05003_001M","B05003_001MA","B05003_002E","B05003_002M","B05003_002MA","B05003_002EA","B05003_003E","B05003_003EA","B05003_003M","B05003_003MA","B05003_004E","B05003_004EA","B05003_004M","B05003_004MA","B05003_005E","B05003_005M","B05003_005MA","B05003_005EA","B05003_006E","B05003_006M","B05003_006MA","B05003_006EA","B05003_007E","B05003_007M","B05003_007MA","B05003_007EA","B05003_008E","B05003_008EA","B05003_008M","B05003_008MA","B05003_009E","B05003_009EA","B05003_009M","B05003_009MA","B05003_010E","B05003_010EA","B05003_010M","B05003_010MA","B05003_011E","B05003_011EA","B05003_011M","B05003_011MA","B05003_012E","B05003_012EA","B05003_012M","B05003_012MA","B05003_013E","B05003_013EA","B05003_013M","B05003_013MA","B05003_014E","B05003_014EA","B05003_014M","B05003_014MA","B05003_015E","B05003_015M","B05003_015MA","B05003_015EA","B05003_016E","B05003_016M","B05003_016MA","B05003_016EA","B05003_017E","B05003_017M","B05003_017MA","B05003_017EA","B05003_018E","B05003_018EA","B05003_018M","B05003_018MA","B05003_019E","B05003_019EA","B05003_019M","B05003_019MA","B05003_020E","B05003_020M","B05003_020MA","B05003_020EA","B05003_021E","B05003_021EA","B05003_021M","B05003_021MA","B05003_022E","B05003_022EA","B05003_022M","B05003_022MA","B05003_023E","B05003_023EA","B05003_023M","B05003_023MA",
"0400000US47","Tennessee","7051339","null","*****","*****","3462618","5979","null","null","787600","null","5178","null","762890","null","5906","null","24710","3971","null","null","5091","1658","null","null","19619","3900","null","null","2675018","null","4089","null","2497027","null","8353","null","177991","null","7409","null","72665","null","5611","null","105326","null","6627","null","3588721","null","5979","null","747533","null","5360","null","726897","5823","null","null","20636","3123","null","null","4351","1171","null","null","16285","null","2844","null","2841188","null","3594","null","2672072","7357","null","null","169116","null","6915","null","79632","null","4916","null","89484","null","5306","null",
"0400000US48","Texas","30029572","null","*****","*****","15021141","7437","null","null","3802347","null","7558","null","3622932","null","15902","null","179415","12397","null","null","39463","5058","null","null","139952","11171","null","null","11218794","null","5255","null","8816029","null","29545","null","2402765","null","29694","null","1035892","null","17962","null","1366873","null","26051","null","15008431","null","7437","null","3637316","null","7547","null","3461483","12144","null","null","175833","9553","null","null","37089","4142","null","null","138744","null","9159","null","11371115","null","4126","null","8960002","29859","null","null","2411113","null","30247","null","1132901","null","21084","null","1278212","null","24740","null",
"0400000US49","Utah","3380800","null","*****","*****","1716117","2327","null","null","479950","null","1893","null","471560","null","2641","null","8390","2068","null","null","2032","1082","null","null","6358","1624","null","null","1236167","null","1739","null","1099342","null","5249","null","136825","null","5208","null","58691","null","4303","null","78134","null","4597","null","1664683","null","2327","null","450643","null","1975","null","442709","2481","null","null","7934","1746","null","null","1352","693","null","null","6582","null","1652","null","1214040","null","1600","null","1074890","5934","null","null","139150","null","5589","null","60006","null","4348","null","79144","null","5075","null",
"0400000US50","Vermont","647064","null","*****","*****","320698","1554","null","null","58234","null","1345","null","57725","null","1373","null","509","390","null","null","199","228","null","null","310","316","null","null","262464","null","1329","null","250066","null","1961","null","12398","null","1794","null","8067","null","1344","null","4331","null","1027","null","326366","null","1554","null","55500","null","1190","null","54598","1151","null","null","902","607","null","null","190","143","null","null","712","null","620","null","270866","null","1144","null","257221","1842","null","null","13645","null","1677","null","9447","null","1518","null","4198","null","906","null",
"0400000US51","Virginia","8683619","null","*****","*****","4299314","6625","null","null","958462","null","5428","null","923831","null","6168","null","34631","3743","null","null","10014","2307","null","null","24617","3550","null","null","3340852","null","4170","null","2844114","null","11113","null","496738","null","9652","null","292446","null","9658","null","204292","null","9080","null","4384305","null","6625","null","903625","null","5501","null","868906","6805","null","null","34719","4695","null","null","9504","2168","null","null","25215","null","4151","null","3480680","null","3462","null","2941740","11722","null","null","538940","null","12130","null","336592","null","9212","null","202348","null","8159","null",
"0400000US53","Washington","7785786","null","*****","*****","3930411","4370","null","null","844328","null","3972","null","808589","null","5908","null","35739","3714","null","null","7689","1602","null","null","28050","3416","null","null","3086083","null","2471","null","2541318","null","10975","null","544765","null","10839","null","262988","null","9442","null","281777","null","10126","null","3855375","null","4370","null","799699","null","3805","null","763403","5822","null","null","36296","4551","null","null","9771","2293","null","null","26525","null","3994","null","3055676","null","2315","null","2484084","10512","null","null","571592","null","10447","null","300998","null","9762","null","270594","null","9115","null",
"0400000US54","West Virginia","1775156","null","*****","*****","882101","3493","null","null","177564","null","2817","null","176883","null","2836","null","681","533","null","null","353","429","null","null","328","315","null","null","704537","null","1990","null","688372","null","2432","null","16165","null","2056","null","8176","null","1414","null","7989","null","1781","null","893055","null","3493","null","173979","null","3259","null","173318","3390","null","null","661","398","null","null","281","263","null","null","380","null","273","null","719076","null","1832","null","704274","2483","null","null","14802","null","1765","null","9958","null","1708","null","4844","null","1171","null",
"0400000US55","Wisconsin","5892539","null","*****","*****","2958771","4037","null","null","641482","null","3275","null","630559","null","3750","null","10923","1914","null","null","3745","1243","null","null","7178","1607","null","null","2317289","null","2322","null","2183044","null","5004","null","134245","null","4697","null","60351","null","3369","null","73894","null","4440","null","2933768","null","4037","null","600298","null","3124","null","589116","3852","null","null","11182","2021","null","null","4125","1325","null","null","7057","null","1500","null","2333470","null","2226","null","2195079","6549","null","null","138391","null","5800","null","72907","null","4310","null","65484","null","4675","null",
"0400000US56","Wyoming","581381","null","*****","*****","297855","2038","null","null","67263","null","1782","null","66733","null","1758","null","530","324","null","null","237","182","null","null","293","328","null","null","230592","null","1790","null","222281","null","2444","null","8311","null","1652","null","3376","null","1090","null","4935","null","1067","null","283526","null","2038","null","62340","null","1759","null","61968","1731","null","null","372","306","null","null","333","294","null","null","39","null","79","null","221186","null","1347","null","212537","1777","null","null","8649","null","1303","null","4635","null","1214","null","4014","null","919","null",
"0400000US72","Puerto Rico","3221789","null","*****","*****","1528789","3493","null","null","269672","null","3493","null","268354","null","3567","null","1318","928","null","null","146","152","null","null","1172","934","null","null","1259117","null","*****","*****","1224445","null","3347","null","34672","null","3344","null","18380","null","2340","null","16292","null","2348","null","1693000","null","3493","null","248664","null","3495","null","246668","3236","null","null","1996","1053","null","null","331","425","null","null","1665","null","940","null","1444336","null","*****","*****","1398145","4289","null","null","46191","null","4288","null","25660","null","3520","null","20531","null","2769","null",
